Invoice_Number,Invoice_Date,Customer_ID,Country,Product,Quantity,Amount
INV-108021,2025-10-25 09:48:14,CUST-9727,Netherlands,Speaker,2,1063.22
INV-108022,2024-02-27 06:57:19,CUST-4843,Spain,Speaker,3,1348.16
INV-108023,2024-02-03 14:34:55,CUST-3648,UK,Printer,2,152.23
INV-108024,2024-12-28 09:26:06,CUST-3283,UK,Webcam,2,1320.8
INV-108025,2025-01-29 17:41:12,CUST-3781,France,Tablet,1,902.17
INV-108026,2024-07-20 01:17:30,CUST-5360,Ireland,Keyboard,1,267.27
INV-108027,2024-10-08 08:35:08,CUST-1844,Netherlands,Tablet,6,2812.76
INV-108028,2025-10-07 19:47:06,CUST-6315,UK,Keyboard,4,2456.85
INV-108029,2025-04-16 04:21:04,CUST-8437,UK,Smartphone,6,5350.91
INV-108030,2024-02-09 04:57:45,CUST-6011,Ireland,Headphones,4,2572.63
INV-108031,2025-09-09 10:25:39,CUST-3290,Ireland,Laptop,3,2571.72
INV-108032,2025-10-31 03:24:16,CUST-5143,UK,Printer,4,1330.56
INV-108033,2025-08-07 15:23:46,CUST-2225,Germany,Tablet,4,4269.06
INV-108034,2025-02-24 06:46:42,CUST-6026,Netherlands,Webcam,10,4254.57
INV-108035,2025-12-09 00:05:05,CUST-4069,Spain,Keyboard,5,4530.06
INV-108036,2024-12-18 07:15:54,CUST-5720,Germany,Smartphone,3,2763.38
INV-108037,2024-08-23 03:49:55,CUST-3699,France,Keyboard,7,450.8
INV-108038,2025-08-26 21:02:19,CUST-3798,Germany,Mouse,3,1801.14
INV-108039,2025-04-05 21:04:23,CUST-8900,Netherlands,Laptop,7,3919.46
INV-108040,2025-06-11 02:07:33,CUST-7346,Netherlands,Webcam,6,5729.35
INV-108041,2025-08-19 16:46:58,CUST-7253,UK,Monitor,3,96.54
INV-108042,2024-05-15 06:29:55,CUST-1955,Netherlands,Laptop,6,4588.02
INV-108043,2025-03-12 23:11:38,CUST-6311,UK,Headphones,2,702.04
INV-108044,2024-09-11 00:17:46,CUST-4112,Netherlands,Tablet,5,3905.16
INV-108045,2025-07-04 03:00:13,CUST-4256,Ireland,Headphones,8,419.92
INV-108046,2025-03-07 05:50:14,CUST-9453,UK,Mouse,5,1368.48
INV-108047,2025-07-30 15:31:18,CUST-2180,Ireland,Tablet,5,999.55
INV-108048,2025-07-14 20:25:54,CUST-1254,Germany,Monitor,9,2613.89
INV-108049,2025-08-09 11:42:32,CUST-6135,Netherlands,Webcam,4,237.56
INV-108050,2025-11-02 14:32:25,CUST-9354,Ireland,Webcam,9,3756.55
INV-108051,2025-11-01 02:09:48,CUST-8245,UK,Keyboard,2,946.51
INV-108052,2025-01-10 20:24:02,CUST-8524,Ireland,Printer,9,1215.94
INV-108053,2025-11-23 22:37:04,CUST-3117,Spain,Keyboard,6,285.73
INV-108054,2024-08-08 10:33:45,CUST-2560,France,Smartphone,5,1234.99
INV-108055,2024-08-29 12:21:41,CUST-3221,UK,Monitor,7,252.88
INV-108056,2024-07-01 05:24:15,CUST-3996,Germany,Laptop,9,1807.36
INV-108057,2024-10-08 10:28:59,CUST-1558,Germany,Monitor,8,882.77
INV-108058,2024-04-13 10:20:39,CUST-4688,Netherlands,Printer,9,3297.08
INV-108059,2024-07-12 20:53:14,CUST-2635,Netherlands,Monitor,6,7038.49
INV-108060,2025-04-01 00:38:04,CUST-8071,Spain,Keyboard,7,6064.54
INV-108061,2025-09-26 03:58:42,CUST-4693,Netherlands,Mouse,4,2325.69
INV-108062,2025-11-28 10:22:08,CUST-7522,Spain,Webcam,6,4380.55
INV-108063,2025-04-30 07:17:25,CUST-8177,Netherlands,Laptop,10,4014.06
INV-108064,2025-05-11 19:33:10,CUST-2791,Germany,Mouse,6,4018.96
INV-108065,2025-04-02 23:50:32,CUST-3502,France,Mouse,4,4435.13
INV-108066,2025-01-01 01:02:11,CUST-4419,Netherlands,Mouse,2,123.98
INV-108067,2025-11-02 01:03:56,CUST-5114,UK,Speaker,3,291.69
INV-108068,2024-11-29 13:52:47,CUST-9080,UK,Mouse,3,2844.02
INV-108069,2025-05-21 22:26:14,CUST-9689,Netherlands,Printer,5,4122.92
INV-108070,2025-11-01 01:13:34,CUST-3549,Germany,Tablet,9,10459.98
INV-108071,2025-10-02 08:47:09,CUST-7492,France,Mouse,7,5106.54
INV-108072,2024-09-17 23:42:11,CUST-9061,Germany,Monitor,4,2240.39
INV-108073,2025-07-20 05:56:09,CUST-8764,Ireland,Tablet,8,5227.73
INV-108074,2024-05-01 07:51:49,CUST-1066,Ireland,Speaker,8,5448.02
INV-108075,2024-01-16 08:48:39,CUST-4283,Germany,Keyboard,1,1165.75
INV-108076,2024-04-03 10:01:44,CUST-9499,Germany,Webcam,7,6667.43
INV-108077,2024-01-25 17:38:05,CUST-3676,Spain,Tablet,1,1122.13
INV-108078,2025-08-17 03:50:33,CUST-2335,Spain,Webcam,5,893.81
INV-108079,2024-10-17 13:46:29,CUST-2647,UK,Speaker,10,7719.55
INV-108080,2024-06-15 12:02:49,CUST-8798,Netherlands,Monitor,6,7066.83
INV-108081,2024-04-19 02:54:15,CUST-6446,Ireland,Smartphone,3,1964.11
INV-108082,2025-08-12 06:22:31,CUST-4183,Netherlands,Printer,1,319.48
INV-108083,2024-10-15 17:44:48,CUST-4023,Spain,Printer,2,1256.06
INV-108084,2025-07-15 23:32:40,CUST-9218,UK,Keyboard,9,9562.94
INV-108085,2024-08-14 12:02:50,CUST-1176,Spain,Monitor,8,5429.1
INV-108086,2024-04-18 21:41:55,CUST-6392,Ireland,Webcam,6,5913.88
INV-108087,2025-06-18 05:41:51,CUST-3032,France,Printer,8,8264.43
INV-108088,2024-01-15 21:45:35,CUST-1741,Ireland,Tablet,7,6060.5
INV-108089,2024-11-17 08:54:22,CUST-2943,Ireland,Laptop,9,4872.98
INV-108090,2024-03-14 06:01:00,CUST-4357,Netherlands,Keyboard,5,1368.87
INV-108091,2025-01-28 02:40:44,CUST-3844,France,Webcam,6,6830.03
INV-108092,2025-01-08 05:25:28,CUST-6081,Netherlands,Webcam,9,6112.79
INV-108093,2024-07-21 17:45:48,CUST-1422,Spain,Keyboard,10,11971.31
INV-108094,2025-05-02 06:14:42,CUST-3962,UK,Speaker,3,3311.21
INV-108095,2023-12-29 02:38:06,CUST-2332,France,Headphones,10,7089.98
INV-108096,2025-07-03 12:06:40,CUST-2354,UK,Printer,8,6490.51
INV-108097,2025-09-12 06:12:54,CUST-9397,Netherlands,Tablet,5,5074.24
INV-108098,2024-11-12 16:38:28,CUST-3042,Germany,Mouse,10,6264.22
INV-108099,2024-02-22 21:36:59,CUST-4995,Netherlands,Tablet,6,4531.56
INV-108100,2024-10-06 21:17:35,CUST-4767,Netherlands,Mouse,10,6904.22
INV-108101,2024-02-19 23:49:03,CUST-1543,Germany,Monitor,8,9128.17
INV-108102,2025-09-10 23:03:37,CUST-5945,Germany,Webcam,3,1029.87
INV-108103,2025-04-21 05:29:51,CUST-6779,Germany,Laptop,7,1899.26
INV-108104,2025-06-23 23:48:33,CUST-2360,Ireland,Headphones,3,1195.8
INV-108105,2025-05-03 10:25:40,CUST-7796,Germany,Webcam,1,887.35
INV-108106,2025-11-04 09:15:21,CUST-4010,Spain,Smartphone,6,2653.02
INV-108107,2024-12-07 01:29:36,CUST-1947,Netherlands,Headphones,9,8694.59
INV-108108,2024-06-19 05:12:40,CUST-4340,Germany,Mouse,5,1338.39
INV-108109,2024-11-16 03:23:28,CUST-7577,Germany,Monitor,9,8592.84
INV-108110,2024-10-09 19:20:46,CUST-5132,Ireland,Tablet,3,118.2
INV-108111,2025-02-18 04:31:34,CUST-3530,UK,Mouse,5,5905.94
INV-108112,2025-09-24 17:06:18,CUST-1631,Germany,Webcam,10,11353.8
INV-108113,2024-03-05 01:04:39,CUST-8797,Germany,Keyboard,6,1176.81
INV-108114,2025-08-29 17:50:21,CUST-9291,France,Monitor,9,4856.01
INV-108115,2024-12-31 04:29:54,CUST-2683,Ireland,Speaker,10,10147.45
INV-108116,2025-11-05 07:49:52,CUST-4132,Spain,Printer,10,4106.55
INV-108117,2025-11-12 18:50:42,CUST-6429,Ireland,Headphones,8,5222.94
INV-108118,2024-11-25 20:08:44,CUST-4203,Ireland,Speaker,1,434.55
INV-108119,2024-06-18 11:57:05,CUST-9468,Ireland,Webcam,9,8162.35
INV-108120,2025-12-07 05:41:09,CUST-7290,Netherlands,Keyboard,10,3952.85
INV-108121,2025-04-19 21:40:48,CUST-3790,UK,Webcam,5,3637.42
INV-108122,2025-12-16 06:03:44,CUST-4737,Spain,Smartphone,6,5861.83
INV-108123,2025-08-09 19:21:27,CUST-3690,Spain,Smartphone,8,4738.18
INV-108124,2024-04-10 05:56:58,CUST-9837,Netherlands,Smartphone,5,4090.93
INV-108125,2024-10-03 19:30:44,CUST-1184,France,Smartphone,7,408.78
INV-108126,2025-01-23 02:48:23,CUST-6174,Spain,Monitor,5,4120.77
INV-108127,2025-04-07 15:17:22,CUST-8295,France,Laptop,4,2053.13
INV-108128,2025-03-20 19:58:04,CUST-3205,UK,Headphones,3,1675.84
INV-108129,2025-11-03 12:46:44,CUST-6049,France,Smartphone,7,7151.37
INV-108130,2024-11-02 06:10:44,CUST-8483,Spain,Monitor,3,2116.44
INV-108131,2025-11-15 05:20:10,CUST-5174,Spain,Speaker,10,6763.62
INV-108132,2025-11-13 15:27:09,CUST-2103,Germany,Tablet,2,2214.3
INV-108133,2025-05-22 14:15:25,CUST-1651,Germany,Tablet,4,3025.8
INV-108134,2025-10-18 20:05:10,CUST-6090,Germany,Tablet,3,3129.66
INV-108135,2025-02-27 16:36:30,CUST-8512,Germany,Printer,8,1789.89
INV-108136,2024-12-27 07:34:33,CUST-7209,Spain,Laptop,4,3636.18
INV-108137,2024-07-18 10:04:29,CUST-3163,UK,Laptop,7,7286.46
INV-108138,2025-06-24 06:21:03,CUST-7940,Spain,Webcam,1,529.27
INV-108139,2025-11-11 21:05:00,CUST-6220,Netherlands,Laptop,8,289.26
INV-108140,2024-12-17 06:14:21,CUST-4581,Germany,Printer,7,2374.37
INV-108141,2024-03-28 23:53:38,CUST-3676,Germany,Laptop,7,6884.65
INV-108142,2024-04-04 10:59:29,CUST-6939,UK,Smartphone,6,738.35
INV-108143,2024-01-28 17:41:53,CUST-8346,Ireland,Headphones,4,1825.72
INV-108144,2024-07-06 18:39:18,CUST-8186,France,Keyboard,5,2119.79
INV-108145,2024-03-25 05:04:17,CUST-4075,Germany,Speaker,8,8616.8
INV-108146,2025-10-10 03:22:28,CUST-3484,UK,Monitor,6,4390.06
INV-108147,2024-11-29 11:13:32,CUST-8985,Netherlands,Webcam,2,1814.93
INV-108148,2025-02-15 00:36:36,CUST-1550,Netherlands,Webcam,3,1823.77
INV-108149,2024-10-28 06:01:25,CUST-6231,Ireland,Tablet,8,4621.98
INV-108150,2024-09-21 09:00:36,CUST-9854,Germany,Headphones,6,3221.28
INV-108151,2024-07-10 09:38:28,CUST-5812,Spain,Speaker,8,2377.94
INV-108152,2024-01-19 10:27:44,CUST-6064,Germany,Tablet,2,797.8
INV-108153,2024-02-08 11:51:32,CUST-5662,Germany,Keyboard,4,245.1
INV-108154,2024-03-30 17:55:15,CUST-7093,Germany,Speaker,10,10140.92
INV-108155,2024-10-08 21:33:56,CUST-8714,Netherlands,Laptop,8,4488.16
INV-108156,2024-09-09 03:06:42,CUST-7230,UK,Speaker,3,2904.59
INV-108157,2024-01-26 16:23:04,CUST-9618,Spain,Webcam,8,3330.49
INV-108158,2025-06-08 21:38:49,CUST-3122,Spain,Speaker,7,145.11
INV-108159,2024-08-09 10:44:13,CUST-2179,Netherlands,Monitor,4,2052.48
INV-108160,2024-01-10 01:29:17,CUST-3916,Germany,Tablet,7,2484.26
INV-108161,2025-06-06 15:23:46,CUST-8453,Germany,Printer,9,7707.44
INV-108162,2024-06-21 18:10:01,CUST-9006,Germany,Headphones,7,3583.13
INV-108163,2025-01-09 03:41:57,CUST-5265,Germany,Printer,8,2702.72
INV-108164,2025-04-28 19:12:37,CUST-1102,Ireland,Mouse,1,342.65
INV-108165,2024-04-07 16:23:51,CUST-4981,Ireland,Printer,2,959.92
INV-108166,2025-06-14 09:26:47,CUST-7045,UK,Headphones,6,786.77
INV-108167,2025-03-10 00:09:58,CUST-1935,Netherlands,Tablet,5,5489.54
INV-108168,2025-06-20 23:20:16,CUST-6432,Germany,Printer,2,514.77
INV-108169,2024-07-10 21:26:44,CUST-2763,Germany,Printer,1,1079.87
INV-108170,2024-04-13 20:38:02,CUST-5997,Ireland,Keyboard,10,9105.91
INV-108171,2024-12-27 06:40:19,CUST-8706,Spain,Speaker,1,123.89
INV-108172,2025-03-15 09:15:13,CUST-9992,Germany,Monitor,7,3089.31
INV-108173,2025-01-03 22:48:01,CUST-6837,Spain,Smartphone,9,6152.21
INV-108174,2024-04-19 14:50:37,CUST-5495,UK,Keyboard,7,1839.4
INV-108175,2024-11-30 23:18:18,CUST-4943,Germany,Smartphone,4,4045.73
INV-108176,2024-10-17 20:25:49,CUST-1537,France,Tablet,2,582.1
INV-108177,2024-12-12 22:47:34,CUST-3361,Spain,Speaker,7,5827.93
INV-108178,2024-11-09 16:01:33,CUST-3472,France,Smartphone,1,625.98
INV-108179,2024-04-16 16:19:49,CUST-7998,Spain,Speaker,5,5049.23
INV-108180,2024-09-12 08:43:31,CUST-4486,UK,Webcam,5,3067.83
INV-108181,2024-10-05 06:38:19,CUST-3015,Ireland,Mouse,8,7938.19
INV-108182,2024-06-18 15:16:44,CUST-1442,UK,Laptop,4,270.75
INV-108183,2025-11-16 11:48:03,CUST-5319,Ireland,Keyboard,3,188.81
INV-108184,2024-01-16 18:48:14,CUST-6119,UK,Headphones,6,2064.54
INV-108185,2025-05-11 09:43:50,CUST-4443,Germany,Keyboard,2,1838.48
INV-108186,2024-10-02 04:07:20,CUST-8561,Ireland,Monitor,7,6549.01
INV-108187,2024-05-24 14:51:05,CUST-1208,Netherlands,Laptop,4,115.2
INV-108188,2024-07-11 01:21:34,CUST-4274,Ireland,Mouse,4,92.31
INV-108189,2024-11-25 11:32:31,CUST-9212,UK,Keyboard,1,206.59
INV-108190,2024-11-23 18:18:51,CUST-9269,Ireland,Monitor,10,7809.55
INV-108191,2025-07-11 17:54:05,CUST-7787,Germany,Keyboard,6,4922.39
INV-108192,2024-01-25 02:13:56,CUST-3465,Germany,Smartphone,1,760.89
INV-108193,2024-11-21 05:11:25,CUST-3105,Spain,Speaker,5,4239.15
INV-108194,2025-08-13 11:33:54,CUST-5446,Ireland,Mouse,4,218.28
INV-108195,2024-02-10 04:19:23,CUST-6540,France,Monitor,3,749.23
INV-108196,2024-09-29 17:58:21,CUST-9630,Ireland,Smartphone,6,640.05
INV-108197,2025-05-14 17:37:35,CUST-6622,France,Webcam,7,4806.02
INV-108198,2025-05-09 05:32:51,CUST-3230,France,Tablet,2,1853.14
INV-108199,2025-09-09 05:49:19,CUST-2623,UK,Webcam,7,2756.02
INV-108200,2025-07-11 12:12:43,CUST-5732,Netherlands,Printer,5,3400.84
INV-108201,2025-05-23 20:43:03,CUST-6695,Spain,Monitor,9,4170.35
INV-108202,2025-03-05 09:08:13,CUST-7745,Germany,Printer,7,566.07
INV-108203,2024-07-22 16:42:02,CUST-4967,Germany,Keyboard,8,3361.31
INV-108204,2025-11-29 09:55:33,CUST-9216,UK,Monitor,7,3305.95
INV-108205,2025-04-20 19:06:22,CUST-7168,France,Tablet,9,4988.01
INV-108206,2024-04-29 03:48:00,CUST-8105,Ireland,Mouse,10,11658.68
INV-108207,2025-04-22 21:08:51,CUST-6314,Spain,Printer,10,7480.71
INV-108208,2024-05-06 12:46:25,CUST-5368,France,Monitor,2,946.78
INV-108209,2025-10-21 11:36:05,CUST-7441,Ireland,Keyboard,8,7288.4
INV-108210,2025-07-01 06:51:33,CUST-2167,France,Laptop,1,21.63
INV-108211,2025-01-20 22:48:37,CUST-9669,UK,Webcam,10,3220.08
INV-108212,2024-12-29 03:29:02,CUST-1257,Netherlands,Printer,6,1107.82
INV-108213,2025-05-05 05:01:26,CUST-6543,Netherlands,Laptop,6,5848.56
INV-108214,2024-09-17 17:31:44,CUST-5207,Germany,Printer,10,5158.86
INV-108215,2025-09-09 07:02:05,CUST-7792,Netherlands,Tablet,9,6466.45
INV-108216,2025-11-03 23:07:58,CUST-2202,France,Speaker,5,1781.66
INV-108217,2025-06-24 10:54:05,CUST-9139,UK,Webcam,7,8351.15
INV-108218,2025-12-08 20:20:36,CUST-8776,Germany,Laptop,7,3324.87
INV-108219,2025-05-29 15:19:54,CUST-4057,UK,Tablet,5,816.5
INV-108220,2025-07-04 04:24:22,CUST-9757,UK,Headphones,5,4115.96
INV-108221,2024-06-16 20:39:30,CUST-2204,Netherlands,Headphones,3,213.81
INV-108222,2024-09-08 13:46:13,CUST-1739,Spain,Keyboard,9,2731.59
INV-108223,2024-07-08 00:11:09,CUST-4470,Netherlands,Webcam,6,527.62
INV-108224,2025-08-29 07:28:08,CUST-5482,UK,Headphones,1,145.77
INV-108225,2025-09-06 03:09:55,CUST-6187,Spain,Keyboard,2,1227.05
INV-108226,2025-08-06 21:11:05,CUST-9944,Germany,Keyboard,7,1037.04
INV-108227,2024-04-30 08:39:44,CUST-7660,Netherlands,Webcam,2,466.73
INV-108228,2025-03-08 21:33:37,CUST-9175,Netherlands,Printer,6,6344.47
INV-108229,2024-10-06 06:54:25,CUST-6088,France,Laptop,7,6944.95
INV-108230,2025-08-17 09:56:39,CUST-5042,France,Speaker,3,1592.3
INV-108231,2024-04-20 10:21:54,CUST-9246,France,Webcam,2,1065.2
INV-108232,2024-06-25 12:28:24,CUST-7360,Ireland,Laptop,5,618.26
INV-108233,2025-01-10 00:01:03,CUST-9202,Ireland,Printer,1,560.16
INV-108234,2024-07-14 06:15:33,CUST-7656,France,Printer,7,1861.97
INV-108235,2025-05-24 05:28:55,CUST-6479,UK,Speaker,9,8265.65
INV-108236,2025-07-12 14:04:35,CUST-1491,Ireland,Monitor,4,2352.52
INV-108237,2025-09-20 05:24:20,CUST-3346,Germany,Tablet,6,703.43
INV-108238,2025-06-04 05:26:03,CUST-9586,Spain,Webcam,2,748.18
INV-108239,2024-01-19 04:28:53,CUST-3632,Germany,Laptop,4,2264.93
INV-108240,2024-07-16 03:24:12,CUST-8122,Germany,Speaker,3,907.77
INV-108241,2025-03-07 17:52:54,CUST-5218,Germany,Headphones,1,27.09
INV-108242,2025-10-28 02:08:18,CUST-9547,Germany,Smartphone,7,2934.56
INV-108243,2024-01-31 05:15:47,CUST-7603,UK,Laptop,9,8240.44
INV-108244,2025-08-29 09:21:48,CUST-7726,Germany,Mouse,10,7595.04
INV-108245,2025-05-18 23:26:11,CUST-5585,Spain,Laptop,7,3708.73
INV-108246,2024-08-13 13:48:01,CUST-3524,Ireland,Tablet,2,1939.96
INV-108247,2024-07-15 01:18:13,CUST-3020,Spain,Laptop,8,4847.55
INV-108248,2025-08-13 15:23:21,CUST-3372,France,Laptop,8,7063.36
INV-108249,2024-04-03 08:26:45,CUST-4294,Germany,Mouse,10,10288.23
INV-108250,2024-12-27 00:48:46,CUST-8122,Spain,Monitor,8,5165.01
INV-108251,2025-03-26 11:05:08,CUST-8927,France,Smartphone,1,136.86
INV-108252,2025-02-24 06:37:31,CUST-7344,France,Printer,4,4244.35
INV-108253,2024-02-09 11:43:20,CUST-6929,Netherlands,Printer,8,3088.91
INV-108254,2025-06-29 19:07:59,CUST-9962,Ireland,Keyboard,10,1132.19
INV-108255,2024-10-16 14:19:26,CUST-9362,UK,Monitor,8,3771.35
INV-108256,2023-12-22 18:15:58,CUST-3651,France,Printer,4,507.71
INV-108257,2025-04-01 21:49:51,CUST-4541,Spain,Webcam,2,647.48
INV-108258,2024-05-29 09:41:28,CUST-5258,France,Monitor,1,1097.67
INV-108259,2024-01-17 11:34:43,CUST-9215,UK,Monitor,10,4241.0
INV-108260,2025-02-25 16:08:35,CUST-3437,Ireland,Printer,7,5180.56
INV-108261,2024-07-23 21:22:26,CUST-6261,Ireland,Webcam,1,788.83
INV-108262,2024-04-20 05:50:06,CUST-3283,Germany,Speaker,9,5496.97
INV-108263,2025-07-26 10:22:03,CUST-7611,Netherlands,Keyboard,7,2304.47
INV-108264,2024-06-01 02:07:14,CUST-3144,Ireland,Laptop,7,3107.57
INV-108265,2025-01-15 02:16:38,CUST-5170,UK,Webcam,3,1106.79
INV-108266,2024-12-18 18:21:51,CUST-8618,Germany,Webcam,3,774.4
INV-108267,2024-05-13 20:59:31,CUST-4220,Spain,Smartphone,3,120.03
INV-108268,2025-04-28 23:22:55,CUST-4886,Netherlands,Speaker,10,8468.08
INV-108269,2024-06-08 07:33:09,CUST-2546,Spain,Tablet,2,351.95
INV-108270,2024-08-08 04:59:51,CUST-3293,France,Monitor,10,7109.45
INV-108271,2025-11-18 12:52:09,CUST-6967,UK,Speaker,3,1615.07
INV-108272,2024-05-07 22:21:40,CUST-7674,Spain,Speaker,3,2080.68
INV-108273,2025-08-19 08:35:01,CUST-1175,Ireland,Smartphone,3,1087.13
INV-108274,2024-06-06 17:56:30,CUST-2781,UK,Headphones,3,2709.45
INV-108275,2025-07-18 08:22:36,CUST-8570,UK,Laptop,5,2533.08
INV-108276,2024-11-03 14:58:35,CUST-6370,Ireland,Mouse,1,308.24
INV-108277,2025-05-26 00:44:21,CUST-2839,Netherlands,Printer,3,623.18
INV-108278,2025-04-10 21:38:28,CUST-5895,Netherlands,Webcam,1,334.45
INV-108279,2024-05-11 17:27:21,CUST-9298,UK,Keyboard,4,1708.85
INV-108280,2025-05-08 03:26:49,CUST-3681,Netherlands,Keyboard,10,7700.51
INV-108281,2023-12-23 10:05:00,CUST-5586,UK,Webcam,7,7350.6
INV-108282,2025-07-16 04:35:55,CUST-6094,Netherlands,Webcam,7,1984.3
INV-108283,2024-05-29 09:28:22,CUST-9545,Netherlands,Monitor,3,2919.14
INV-108284,2025-03-15 15:47:21,CUST-6199,Spain,Monitor,9,5886.95
INV-108285,2025-07-14 15:05:56,CUST-8489,Germany,Printer,2,1419.41
INV-108286,2024-12-18 21:36:36,CUST-4523,France,Smartphone,5,3221.0
INV-108287,2024-04-04 00:56:32,CUST-7511,UK,Printer,3,960.16
INV-108288,2024-07-26 17:11:27,CUST-8638,Germany,Keyboard,10,6525.79
INV-108289,2024-05-28 22:43:41,CUST-6895,UK,Laptop,4,4791.26
INV-108290,2024-09-21 20:59:00,CUST-4318,Ireland,Headphones,2,1935.06
INV-108291,2024-02-07 16:23:45,CUST-2206,UK,Webcam,9,1832.49
INV-108292,2025-06-06 01:52:57,CUST-3214,Ireland,Headphones,1,634.67
INV-108293,2025-11-29 07:57:22,CUST-3792,Ireland,Monitor,4,329.7
INV-108294,2025-03-30 11:20:38,CUST-9705,Spain,Printer,5,937.64
INV-108295,2025-11-10 01:44:49,CUST-4249,UK,Smartphone,9,644.57
INV-108296,2024-08-18 12:46:08,CUST-5053,UK,Tablet,7,5334.28
INV-108297,2024-03-04 10:35:37,CUST-8021,UK,Webcam,6,3071.68
INV-108298,2024-03-08 18:33:26,CUST-2104,Netherlands,Printer,1,838.05
INV-108299,2023-12-30 10:02:24,CUST-5963,France,Laptop,9,6962.24
INV-108300,2024-07-20 13:23:08,CUST-4232,Netherlands,Webcam,10,11873.74
INV-108301,2025-03-28 22:54:25,CUST-4306,France,Monitor,6,5533.31
INV-108302,2025-06-01 23:29:04,CUST-1968,Ireland,Mouse,2,2097.55
INV-108303,2024-09-03 03:07:32,CUST-4177,Netherlands,Monitor,1,827.11
INV-108304,2025-01-18 06:19:00,CUST-6589,UK,Tablet,4,3744.31
INV-108305,2024-08-28 09:12:21,CUST-4863,Netherlands,Laptop,5,1799.45
INV-108306,2025-02-28 09:24:20,CUST-2249,Spain,Mouse,4,220.84
INV-108307,2024-09-18 01:09:45,CUST-9543,Ireland,Webcam,8,2620.26
INV-108308,2025-08-30 22:31:13,CUST-7578,Ireland,Printer,1,930.43
INV-108309,2025-06-01 07:17:01,CUST-4320,France,Keyboard,6,1661.09
INV-108310,2025-12-17 05:08:00,CUST-1182,Netherlands,Webcam,1,827.31
INV-108311,2024-09-07 04:05:41,CUST-8344,UK,Headphones,3,2957.77
INV-108312,2025-11-02 10:55:15,CUST-7149,Ireland,Smartphone,8,6985.49
INV-108313,2024-03-16 00:23:09,CUST-2200,Germany,Monitor,2,1779.44
INV-108314,2023-12-21 15:37:59,CUST-2268,UK,Tablet,10,7293.21
INV-108315,2024-04-10 01:58:50,CUST-4090,France,Printer,3,1271.48
INV-108316,2025-05-27 07:25:42,CUST-9770,Germany,Headphones,4,2233.65
INV-108317,2024-10-18 15:05:10,CUST-1206,Ireland,Webcam,4,1409.57
INV-108318,2024-03-08 03:20:42,CUST-4435,UK,Webcam,8,2042.66
INV-108319,2024-08-04 03:09:21,CUST-6148,Ireland,Mouse,6,4435.37
INV-108320,2024-07-14 18:02:44,CUST-8996,Ireland,Tablet,2,1464.34
INV-108321,2024-08-05 00:46:13,CUST-8386,Spain,Speaker,10,2644.14
INV-108322,2025-08-14 21:03:59,CUST-4685,Germany,Headphones,8,6189.24
INV-108323,2025-02-03 07:09:35,CUST-2621,Ireland,Printer,3,2583.14
INV-108324,2024-09-10 14:25:27,CUST-1636,Netherlands,Headphones,3,1274.99
INV-108325,2025-03-25 16:51:38,CUST-9712,Netherlands,Speaker,10,5562.66
INV-108326,2025-11-17 00:32:05,CUST-5705,UK,Tablet,2,1710.82
INV-108327,2024-06-22 10:12:30,CUST-5626,Netherlands,Monitor,10,1088.63
INV-108328,2025-08-10 04:44:39,CUST-8287,UK,Printer,9,9922.11
INV-108329,2024-06-01 06:01:53,CUST-8233,Germany,Headphones,4,2737.46
INV-108330,2025-06-19 04:09:27,CUST-9754,Ireland,Smartphone,10,5878.57
INV-108331,2024-09-04 12:03:08,CUST-1435,France,Monitor,9,2920.58
INV-108332,2024-11-23 17:36:28,CUST-4000,Netherlands,Printer,3,1702.89
INV-108333,2024-03-08 15:06:55,CUST-3366,France,Webcam,4,3865.62
INV-108334,2024-01-13 21:10:04,CUST-5176,France,Speaker,9,9356.52
INV-108335,2024-06-09 03:26:28,CUST-6962,UK,Headphones,7,4470.97
INV-108336,2023-12-25 16:09:22,CUST-2924,Ireland,Laptop,6,2896.72
INV-108337,2024-05-10 22:23:20,CUST-3179,Ireland,Smartphone,6,1828.69
INV-108338,2024-09-14 16:55:02,CUST-4907,Germany,Tablet,9,6012.63
INV-108339,2024-07-13 13:06:30,CUST-8807,Spain,Speaker,9,5098.27
INV-108340,2024-02-27 13:53:30,CUST-5571,Spain,Monitor,4,3528.96
INV-108341,2025-12-14 11:08:46,CUST-2556,Netherlands,Speaker,6,1764.21
INV-108342,2024-12-24 11:10:53,CUST-4312,UK,Printer,5,4620.54
INV-108343,2024-06-05 16:53:30,CUST-3166,Spain,Keyboard,10,384.69
INV-108344,2025-09-03 21:53:00,CUST-7049,Germany,Keyboard,1,1015.89
INV-108345,2024-06-17 17:58:39,CUST-2046,Spain,Mouse,1,22.78
INV-108346,2024-01-29 00:18:45,CUST-3339,Spain,Speaker,1,111.37
INV-108347,2023-12-24 12:34:52,CUST-3461,UK,Smartphone,4,195.0
INV-108348,2024-08-19 01:41:37,CUST-1796,Germany,Speaker,2,598.11
INV-108349,2025-09-10 09:18:47,CUST-4963,Spain,Printer,9,4320.57
INV-108350,2025-03-07 03:16:14,CUST-8615,France,Smartphone,3,1646.8
INV-108351,2025-12-03 09:34:22,CUST-3219,France,Headphones,5,3891.04
INV-108352,2025-06-07 20:20:48,CUST-5073,Spain,Tablet,5,4190.01
INV-108353,2025-11-17 17:16:48,CUST-1555,France,Printer,9,649.54
